Module,Score,Price ($),Price Efficiency (Score/$),URL
Crucial Technology CT16G4DFD824A.C16FBR 16GB,15534,,,
SK Hynix HMA82GS6CJR8N-VK 16GB,15532,,,
Crucial Technology CT4G4SFS824A.C8FF 4GB,15529,,,
Crucial Technology BLS8G4S240FSD.16FBD 8GB,15528,,,
G Skill Intl F4-2400C16-8GRSB 8GB,15527,,,
Transcend Information JM2666HLE-16G 16GB,15525,,,
Kingston 9905712-035.A00G 16GB,15525,,,
Micron Technology 16ATF1G64AZ-2G1B1 8GB,15524,,,
Crucial Technology 16G4UD2400.C16BD1 16GB,15524,,,
Gold Key Technology Co Ltd NMSO416F82-3200E 16GB,15523,,,
Kingmax Semiconductor GSAG42F-18---------- 8GB,15522,,,
Kingston 99U5712-002.A00G 16GB,15522,,,
G Skill Intl F4-3600C17-4GVK 4GB,15518,,,
Avant Technology W641GU42J9266NC 8GB,15517,,,
Kingston HP32D4S2S8ME-16 16GB,15516,,,
Corsair CM4X8GE2400C15K4 8GB,15516,,,
ISD Technology Limited IM48GU48N21-FFFHM 8GB,15514,,,
G Skill Intl F4-3200C15-16GTZKO 16GB,15513,,,
SK Hynix HMA82GS6JJR8N-VK 16GB,15513,,,
Crucial Technology CT8G4DFS6266.C4FE 8GB,15511,,,
Wilk Elektronik S.A. GR2666D464L19S/8G 8GB,15510,,,
Crucial Technology CT4G4SFS8266.M8FF 4GB,15510,,,
Kingston HX424C15PB/4 4GB,15510,,,
HT Micron HTH5AN8G6NCJR-VKD 4GB,15510,,,
Super Talent F24EB8GS 8GB,15509,,,
Neo Forza GKE160SO204808-3200 16GB,15508,,,
Kingston HP26D4S9S8ME-8 8GB,15507,,,
Crucial Technology BLS4G4D240FSC.8FBD2 4GB,15506,,,
Crucial Technology BLS4G4S240FSD.8FAR 4GB,15506,,,
Avexir Technologies Corporation DDR4-2133 CL15 16GB 16GB,15504,,,
SK Hynix HMA81GU7CJR8N-VK 8GB,15504,,,
Samsung M378A5143EB1-CPB 4GB,15504,,,
Corsair CMD32GX4M4A2800C16 8GB,15502,,,
Crucial Technology CT8G4SFS8266.M8FE 8GB,15502,,,
Crucial Technology BLS16G4D26BFSE.16FBD 16GB,15502,,,
Asgard VMA41UG-MEC1U2AW1 8GB,15502,,,
Kingston 9905599-026.A00G 8GB,15499,,,
Smart Modular SF4641G8CK8I6GKSEG 8GB,15498,,,
"PNY Technologies, Inc. 8GBU1X08LIII43-12-K 8GB",15497,,,
Kingston HX424C15FB/16 16GB,15493,,,
Kingston 9905625-030.A00G 8GB,15492,,,
"PNY Technologies, Inc. 8GBF1X08LIII43-12-K 8GB",15491,,,
Crucial Technology CB16GS2666.C8FT 16GB,15490,,,
Corsair CMW32GX4M4Z2933C16 8GB,15490,,,
OCPC MMX3A8GD432C16 8GB,15489,,,
Kingston 9905678-012.A00G 8GB,15488,,,
Kingston 9905701-017.A00G 16GB,15487,,,
Crucial Technology BLS4G4D240FSE.M8FADM 4GB,15486,,,
Apacer Technology GD2.18428S.007 8GB,15484,,,
Crucial Technology CT16G4SFRA32A.M8FE 16GB,15482,,,
Eudar Technology Inc. 8GXMP3000CL16 8GB,15481,,,
Samsung M378A5244CB0-CVF 4GB,15476,,,
Gloway International (HK) STK4U2400D17082C 8GB,15475,,,
Crucial Technology CB8GS2666.C8ET 8GB,15474,,,
Corsair CM4X16GE2400C14K4 16GB,15474,,,
OCPC MMX3A2K16GD430C16 8GB,15473,,,
G Skill Intl F4-3333C16-16GTZSK 16GB,15472,,,
Hoodisk Electronics Co Ltd GKE800SO102408-2400 8GB,15470,,,
Kingston KKRVFX-MIE 8GB,15469,,,
A-DATA Technology AO1P32NCSV1-BEZS 16GB,15468,,,
Crucial Technology CT8G4SFD8213.M16FB 8GB,15467,,,
Ramaxel Technology RMUA5120ME86H9F-2666 4GB,15467,,,
Crucial Technology CT8G4DFS824A.C8FE 8GB,15463,,,
Smart Modular SF4641G8CKHI6DFSDS 8GB,15461,,,
InnoDisk Corporation M4SI-BGS2O50K-A 32GB,15460,,,
G Skill Intl F4-2133C15-8GRR 8GB,15460,,,
Corsair CMU64GX4M4D3000C16 16GB,15460,,,
Kingston KHX2400C15S4/32G 32GB,15460,,,
Crucial Technology CT4G4DFS824A.M8FE 4GB,15457,,,
Maxsun MSD48G30Q3 8GB,15457,,,
Avexir Technologies Corporation DDR4-2133 CL15 4GB 4GB,15457,,,
Maxsun MSD48G32Q3 8GB,15457,,,
A-DATA Technology AO2P24HCST2-BTVS 16GB,15457,,,
Kingston 9905630-005.A00G 8GB,15450,,,
Patriot Memory (PDP Systems) 3000 C18 Series 16GB,15449,,,
Crucial Technology CT8G4SFRA266.M8FR 8GB,15449,,,
Corsair CM4X8GF2133C15S2 8GB,15448,,,
Crucial Technology CT8G4DFS824A.C8FHD1 8GB,15447,,,
Crucial Technology CT16G4SFRA266.M16FRS 16GB,15446,,,
Avant Technology J642GU44J2320ND 16GB,15445,,,
Kingston HP32D4S2S1ME-8 8GB,15445,,,
Essencore Limited IM44GU48N21-FFFHM 4GB,15442,,,
A-DATA Technology AX4S2800316G18-B 16GB,15442,,,
Kingston LV26D4U9S8HJ-8 8GB,15442,,,
Crucial Technology CT16G4SFRA266.M16FJ 16GB,15441,,,
Micron Technology 8ATF1G64HZ-2G6D1 8GB,15435,,,
Ramaxel Technology RMUA5110MD78HAF-2666 8GB,15433,,,
Hoodisk Electronics Co Ltd HDDOISK-8GB 2666 8GB,15433,,,
SanMax Technologies Inc. SMD4-U16G48MB-24R 16GB,15431,,,
Crucial Technology BLS8G4S26BFSD.16FBD2 8GB,15431,,,
SK Hynix HMA81GS6CJR8N-VK 8GB,15429,,,
Super Talent F26SB16GV 16GB,15427,,,
Corsair CM4B8G2J2400A14K 8GB,15426,,,
Panram International Corporation PUD42133C154G2VS 4GB,15426,,,
Crucial Technology CT8G4DFS824A.C8FBR1 8GB,15426,,,
Patriot Memory (PDP Systems) PSD44G240081 4GB,15425,,,
Samsung M391A1K43BB1-CRC 8GB,15424,,,
Samsung M391A2K43BB1-CRC 16GB,15422,,,
SK Hynix GKE800UD102408-2400 8GB,15421,,,
Apacer Technology 78.B1GN3.AZ32B 4GB,15421,,,
Kingston HP26D4U9S1ME-4 4GB,15421,,,
Avant Technology W641GU42J7240NC 8GB,15419,,,
Wilk Elektronik S.A. GR2400S464L17S/8G 8GB,15418,,,
Mushkin MR[A/B]4U266GHHF8G 8GB,15418,,,
Micron Technology TEAMGROUP-UD4-3000 16GB,15417,,,
Essencore Limited KD48GU881-26N1900 8GB,15417,,,
Kingston 99U5700-028.A00G 8GB,15416,,,
Kingston KHYXPX-MIE 8GB,15414,,,
Corsair CMD32GX4M4A2666C15 8GB,15411,,,
G Skill Intl F4-3000C15-4GRBB 4GB,15410,,,
Corsair CMK64GX4M8Z2933C16 8GB,15410,,,
SK Hynix HMA82GU6DJR8N-VK 16GB,15405,,,
Crucial Technology CT8G4DFD824A.M16FE 8GB,15402,,,
Crucial Technology BLS16G4S26BFSD.16FD 16GB,15400,,,
Crucial Technology CT16G4SFD8213.M16FA 16GB,15399,,,
Corsair CMK8GX4M2D2666C16 4GB,15398,,,
PUSKILL PJ8TFK1GM8 8GB,15398,,,
Samsung M393A4G40AB3-CWE 32MB,15397,,,
Corsair CMSX32GX4M2A2666C18 16GB,15396,,,
Crucial Technology CT16G4DFS8266.C8FB 16GB,15394,,,
Kingston KHX2666C16S4/32G 32GB,15394,,,
Apacer Technology D12.2344DT.001 4GB,15393,,,
Kingston 9905678-173.A00G 8GB,15393,,,
Kingston CBD26D4S9S1ME-8 8GB,15392,,,
Kingston 99U5428-063.A00LF/ 8GB,15392,,,
Panram International Corporation W4N2666PS-8G 8GB,15390,,,
Gold Key Technology Co Ltd GKE400SO51216-2400 4GB,15389,,,
Crucial Technology BL16G26C16U4B.16FE 16GB,15388,,,
Kingston KYXC0V-MIH 16GB,15387,,,
G Skill Intl F4-2666C18-4GFX 4GB,15387,,,
Ramaxel Technology RMUA5090KE68H9F2133 4GB,15387,,,
Apacer Technology GD2.0927WH.001 8GB,15386,,,
Kingston 9905630-025.A00G 8GB,15381,,,
Crucial Technology CT4G4DFS8213.C8FDD2 4GB,15381,,,
Crucial Technology CT8G4SFD8213.C16FDD2 8GB,15379,,,
Kingston 99U5734-014.A00G 16GB,15378,,,
Kingston MSI24D4S7D8MB-8 8GB,15377,,,
Kingston KHX2400C14S4/16G 16GB,15376,,,
Hewlett-Packard 7TE39AA#ABC 8GB,15376,,,
G Skill Intl F4-2666C18-32GRS 32GB,15376,,,
Golden Empire CL15-15-15 D4-2133 8GB,15376,,,
Kingston 9905712-034.A00G 16GB,15374,,,
Crucial Technology CT16G4SFD824A.C16FN 16GB,15370,,,
Ramaxel Technology RMSA3300ME78HBF-2666 16GB,15370,,,
Corsair CMK64GX4M4A2400C16 16GB,15367,,,
Apacer Technology 78.CAGP7.40C0B 8GB,15366,,,
Samsung M393A8G40MB2-CVF 64GB,15366,,,
G Skill Intl F4-2800C14-16GTZ 16GB,15363,,,
Apacer Technology 78.D2GF2.AU30B 16GB,15362,,,
Kingston KYXC0V-MIB 16GB,15362,,,
Kingston 9905702-150.A00G 8GB,15361,,,
Kingston KM0VW4-MID 8GB,15359,,,
Crucial Technology CT8G4SFS824A.M8FR 8GB,15358,,,
Crucial Technology BLS4G4S240FSD.M8FADM 4GB,15358,,,
Crucial Technology CT32G4DFD8266.M16FB 32GB,15357,,,
Golden Empire CL16-16-16 D4-3000 4GB,15357,,,
Crucial Technology CT4G4DFS8213.C8FADP 4GB,15355,,,
Crucial Technology BLS8G4D26BFSBK.8FBR 8GB,15354,,,
Kingston 9905712-010.A00G 16GB,15353,,,
Samsung M471A2K43EB1-CTD 16GB,15352,,,
Crucial Technology CT8G4SFD824A.M16FB 8GB,15349,,,
SK Hynix HMA81GU6CJR8N-UH 8GB,15349,,,
Corsair CMK8GX4M2B4133C19 4GB,15349,,,
A-DATA Technology AO1P24HC4R1-BUYS 4GB,15349,,,
Kingston CBD26D4S9D8ME-16 16GB,15348,,,
Kingston 9905625-065.A00G 16GB,15348,,,
Crucial Technology CB16GU2666.C8FT 16GB,15346,,,
Transcend Information TS2GSH64V4B 16GB,15344,,,
Crucial Technology BLS16G4S240FSD.16FBD 16GB,15343,,,
Kingston 9905678-065.A00G 8GB,15340,,,
Micron Technology 4ATF51264HZ-2G3B2 4GB,15338,,,
Hynix Semiconductor (Hyundai Electronics) HMA81GS6CJR8N-VK 8GB,15338,,,
Maxsun MSD44G24Q0 4GB,15338,,,
Kingston XF875V-MIH 8GB,15336,,,
ShenZhen Juhor Precision Tech Co Ltd SED2666U1908 8GB,15331,,,
G Skill Intl F4-2400C15-8GTZRX 8GB,15331,,,
Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-VK 8GB,15327,,,
Kingston 99U5713-003.A00G 4GB,15323,,,
Kingston KHX2400C12D4/4GX 4GB,15323,,,
Corsair CMK32GX4M4A2666C16 8GB,15319,,,
Corsair CMK32GX4M4A2400C14 8GB,15317,,,
Micron Technology 4ATF51264AZ-2G3B1 4GB,15317,,,
King Tiger Technology Tigo-2400MHz-8G 8GB,15313,,,
Kingston 9965657-035.A00G 16GB,15312,,,
G Skill Intl F4-2400C16-16GRS 16GB,15309,,,
Micron Technology 36ASF4G72PZ-2G9D1 32GB,15308,,,
Corsair CM4X8GE2666C16K8 8GB,15306,,,
Micron Technology AFLD44EK1P 4GB,15304,,,
G Skill Intl F4-2400C16-16GFXR 16GB,15303,,,
King Tiger Technology Tigo-2400MHz-4G 4GB,15300,,,
Kingston 9905702-121.A00G 8GB,15300,,,
A-DATA Technology AO1P32NC8T1-BGXS 8GB,15299,,,
A-DATA Technology AO2P26KC8T1-BPYS 8GB,15298,,,
Apacer Technology D22.23553S.001 16GB,15296,,,
Ramsta Ramsta-2666MHz-8G 8GB,15293,,,
Hong Kong Hyunion Electronics faspeed P4H-8G 8GB,15293,,,
Transcend Information TS512MSH64V1H 4GB,15292,,,
Crucial Technology CT16G4SFD824A.M16FB 16GB,15289,,,
Crucial Technology CB16GS2666.C8BT 16GB,15288,,,
Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,15286,,,
Crucial Technology CT8G4SFS8266.C8FP 8GB,15286,,,
Crucial Technology CB8GS2666.C8JT 8GB,15285,,,
Kingston ACR24D4S7S1MB-4 4GB,15285,,,
Corsair CMSX16GX4M2A2400C16 8GB,15282,,,
Kingston 9905625-062.A00G 8GB,15281,,,
Kingston 9905700-026.A00G 8GB,15280,,,
Crucial Technology CT4G4DFS8266.M8FF 4GB,15280,,,
Team Group Inc. TEAMGROUP-Ind-2666 8GB,15276,,,
Corsair CMD32GX4M4B3000C15 8GB,15272,,,
G Skill Intl F4-3333C16-8GVR 8GB,15272,,,
Shenzhen Xingmem Technology Corp 8ATF51264AZ-2G1A1 4GB,15269,,,
Kingston MSI26D4S9S8ME-8 8GB,15264,,,
A-DATA Technology AO2P24HCST2-BW8S 16GB,15263,,,
Kingston KHX2133C13D4/4GX 4GB,15263,,,
Kingston 9905625-066.A00G 16GB,15262,,,
Silicon Power Computer & Communications SP008GXLZU266BSA 8GB,15262,,,
Team Group Inc. TEAMGROUP-UD4-2800 8GB,15261,,,
Crucial Technology BL8G24C16U4B.8FD 8GB,15260,,,
Micron Technology 8ATF1G64HZ-2G6E1 8GB,15259,,,
Corsair CMU64GX4M4A2666C16 16GB,15257,,,
Crucial Technology CT16G4SFD824A.C16FE 16GB,15256,,,
Kingston KHX2666C15/8GX 8GB,15256,,,
Panram International Corporation D4U2400PS-8GC17 8GB,15256,,,
Kingston 9905665-020.A00G 4GB,15256,,,
Wilk Elektronik S.A. IR2400D464L17S/4G 4GB,15255,,,
Corsair CM4X8GF2933C19S2 8GB,15255,,,
Shenzhen Micro Innovation Industry KF2400DDCD4 8GB,15255,,,
Kingston 9905624-010.A00G 4GB,15254,,,
A-DATA Technology AX4U32008G16A-BT60 8GB,15254,,,
UMAX Technology D4-2666-8GB-1024X8-L 8GB,15254,,,
Kingston HP24D4S7S8MB-4 4GB,15253,,,
G Skill Intl F4-2400C16-16GFX 16GB,15253,,,
Corsair CM4X16GE2133C13K8 16GB,15251,,,
Kingston 9905702-008.A00G 8GB,15251,,,
Shenzhen Xingmem Technology Corp KRE-D4U2400M/8G 8GB,15250,,,
Panram International Corporation PUD42400C168GVS 8GB,15247,,,
Apacer Technology 78.C1GM3.C7Z0C 8GB,15246,,,
Crucial Technology CT8G4DFS8213.C8FBR1 8GB,15243,,,
SK Hynix HMA851U6AFR6N-UH 4GB,15241,,,
Crucial Technology CT4G4DFS8213.C8FBR2 4GB,15239,,,
Kingston 9905701-008.A00G 16GB,15239,,,
Mushkin MR[A/B]4U360JNNM16G 16GB,15239,,,
Kingston 9965745-042.A01G 16GB,15239,,,
Corsair CMK32GX4M4E4133C19 8GB,15238,,,
Kingston 9905744-110.A00G 32GB,15235,,,
Essencore Limited KD44GU480-26N160T 4GB,15235,,,
JUHOR JHD3000U1908JG 8GB,15233,,,
ASK Technology Group Limited RGX2-16G3000 8GB,15231,,,
Kingston 99U5663-006.A00G 16GB,15231,,,
Kingston 9905663-005.A00G 16GB,15229,,,
Smart Modular SF4641G8CK8IEHLSBG 8GB,15229,,,
Crucial Technology CT16G4DFD824A.C16FE 16GB,15227,,,
Mushkin 99[2/7/4]204[F/T] 4GB,15226,,,
Corsair CMWX16GE2666C16W4 16GB,15225,,,
Kingston ACR26D4S9S8HJ-8 8GB,15224,,,
Micron Technology 9ASF51272AZ-2G3B1 4GB,15224,,,
Hynix Semiconductor (Hyundai Electronics) HMA82GU6AFR8N-UH 16GB,15221,,,
G Skill Intl F4-2933C16-16GFX 16GB,15221,,,
Crucial Technology CB8GS2400.C8D 8GB,15220,,,
Kingston CBD26D4S9S8K1C-8 8GB,15217,,,
Smart Modular SF464128CKHI6DFSEG 4GB,15217,,,
Panram International Corporation D4U2133PS-8G 8GB,15215,,,
SK Hynix HMA82GS6DJR8N-VK 16GB,15214,,,
Avant Technology W641GU49J5213ND 8GB,15214,,,
Essencore Limited KD4BGSA8C-32N2200 32GB,15213,,,
Kingston 9905701-006.A00G 16GB,15212,,,
Transcend Information TS2GSH64V6B 16GB,15211,,,
Samsung M471A1K43BB1-CTD 8GB,15205,,,
A-DATA Technology AD4U2400J4G17-BHYA 4GB,15204,,,
Corsair CMD16GX4M4A2666C16 4GB,15201,,,
SK Hynix HMA82GU6DJR8N-WM 16GB,15200,,,
Crucial Technology CT8G4DFS8213.C8FDR1 8GB,15200,,,
Wilk Elektronik S.A. GR2400D464L17S/4G 4GB,15200,,,
Crucial Technology CT8G4SFS632A.C4FE 8GB,15199,,,
Apacer Technology 78.C1GQ5.C7C0B 8GB,15198,,,
Kingston SMD4-S8G48HJ-26V 8GB,15197,,,
Ramsta Ramsta-2400Mhz-4G 4GB,15196,,,
Crucial Technology BLS4G4D240FSE.8FAR 4GB,15196,,,
Crucial Technology BLS8G4S26BFSD.16FD2 8GB,15196,,,
Crucial Technology CT8G4DFS8213.C8FBD1 8GB,15196,,,
Kingston 9905622-058.A00G 8GB,15194,,,
Chun Well Technology Holding Limited CL16-20-20 D4-3000 32GB,15192,,,
Kingston ACR26D4S9S8ME-8 8GB,15191,,,
Silicon Power Computer & Communications SP008GBSFU240B02 8GB,15190,,,
Xinshirui (Shenzhen) Electronics Co V01D4LF8GB5285282666 8GB,15186,,,
Crucial Technology BLS16G4D26BFSB.16FBD 16GB,15184,,,
Kingston HP26D4S9S8MD-8 8GB,15184,,,
Crucial Technology CT16G4SFD824A 16GB,15181,,,
Kingston 9905403-559A00LF 4GB,15180,,,
Kingston 99U5702-085.A00G 8GB,15180,,,
Micron Technology MTA8ATF2G64HZ-3G2E1 16GB,15179,,,
SanMax Technologies Inc. SMD4-U8G48HM-24RF 8GB,15179,,,
Crucial Technology CT8G4DFRA266.C8FJ 8GB,15179,,,
Kingston KHX2133C15S4/8G 8GB,15178,,,
A-DATA Technology AM1P24HC4R1-BUNS 4GB,15177,,,
Mushkin 99[2/7/4]190F 4GB,15177,,,
G Skill Intl F4-2666C18-4GRS 4GB,15175,,,
Shenzhen Micro Innovation Industry KF2666NDCD4 16GB,15174,,,
Kingston 8ATF1G64AZ-2G6E1 8GB,15174,,,
Kingston KWTHG4-MIE 16GB,15173,,,
Corsair CMD64GX4M4C3000C15 16GB,15172,,,
Kingston 9905678-043.A00G 8GB,15172,,,
Corsair CMK32GX4M4A2133C15 8GB,15169,,,
A-DATA Technology AM1P26KCST2-BBTS 16GB,15168,,,
Corsair CMD64GX4M4B2800C14 16GB,15165,,,
Kingston ACR26D4S9D8MD-16 16GB,15161,,,
Apacer Technology 78.CAGR4.B7C0B 8GB,15159,,,
Crucial Technology CT16G4SFD824A.M16FE 16GB,15158,,,
Kingston 9905624-023.A00G 8GB,15157,,,
Kingston XRMWRN-HYA 16GB,15156,,,
Crucial Technology CT8G4SFS824A.C8FE 8GB,15156,,,
Apacer Technology D22.2756BS.001 8GB,15155,,,
Kingston HX426S15IB2/8-SP 8GB,15153,,,
A-DATA Technology AM2P26KC8T1-BXRS 8GB,15151,,,
Team Group Inc. TEAMGROUP-SD4-2666 16GB,15148,,,
Kingston HP24D4U7S8MBP-4 4GB,15147,,,
AMD R744G2133U1S 4GB,15146,,,
SK Hynix HMA41GU6MFR8N-TF 8GB,15144,,,
Samsung M471A4G43MB1-CTD 32GB,15139,,,
Samsung M471A2K43BB1-CRC 16GB,15138,,,
Samsung M378A5244CB0-CRC 4GB,15136,,,
Avant Technology J642GU42J7240N4 16GB,15135,,,
Samsung M471A1K43BB1-CRC 8GB,15134,,,
Corsair CM4X8GE3000C15K4 8GB,15132,,,
Samsung M378A4G43MB1-CTD 32GB,15132,,,
OM Nanotech Pvt.Ltd V2D4SF32GB2G82G83200 32GB,15130,,,
SK Hynix HMA451U6MFR8N-TF 4GB,15129,,,
G Skill Intl F4-2400C17-16GSXF 16GB,15129,,,
Kingston HP24D4U7S8MBP-8 8GB,15124,,,
SanMax Technologies Inc. SMD4-U16G48HM-24RF 16GB,15123,,,
Crucial Technology CB16GS2666.C8ET 16GB,15120,,,
SK Hynix HMA81GU6AFR8N-TF 8GB,15119,,,
Corsair CMK16GX4M4A2400C16 4GB,15119,,,
Crucial Technology CT8G4DFS8213 8GB,15119,,,
Hoodisk Electronics Co Ltd NMUD480E8x-2666 8GB,15117,,,
Corsair CMSX16GX4M2A2666C18 8GB,15116,,,
Corsair CMK32GX4M1A2400C16 32GB,15114,,,
AMD R7416G2400U2S 16GB,15113,,,
Crucial Technology CT4G4DFS824A.M8FF 4GB,15109,,,
Kingston KHX3000C16/16GX 16GB,15106,,,
Kingston 9905630-031.A00G 16GB,15105,,,
Crucial Technology BLS8G4S240FSD.M16FAD 8GB,15104,,,
Micron Technology CT4G4DFS8213.8FA11 4GB,15102,,,
AMD R744G2606U1S 4GB,15100,,,
Crucial Technology CT16G4DFD824A.M16FB 16GB,15096,,,
Crucial Technology CT32G4SFD8266.C16FE 32GB,15093,,,
Ramaxel Technology RMUA5110MH78HAF-2666 8GB,15093,,,
Crucial Technology CT4G4DFS8213.C8FBD2 4GB,15092,,,
Kingston KHX426C16FB3/8 8GB,15091,,,
Micron Technology 16ATF2G64HZ-2G6E1 16GB,15091,,,
Kingston MSI24D4S7D8MB-16 16GB,15090,,,
G Skill Intl F4-2800C16-4GVR 4GB,15089,,,
Netac Technology Co Ltd NS04GS4E4 4GB,15089,,,
Kingston 9905678-156.A00G 8GB,15087,,,
Kingston 9905702-082.B00G 8GB,15080,,,
Kingston KVR26S19S8/16 16GB,15080,,,
Corsair CMD16GX4M4A2800C16 4GB,15080,,,
Crucial Technology CT16G4DFD824A.C16FBD 16GB,15079,,,
G Skill Intl F4-3333C16-8GTZSW 8GB,15079,,,
Kingston CBD24D4S7S8K1A-8 8GB,15078,,,
Thermaltake Technology Co Ltd R022R432GX2-3200C16A 32GB,15078,,,
Crucial Technology BLS8G4D240FSA.M16FAD 8GB,15075,,,
Corsair CMK16GX4M4A2133C15 4GB,15071,,,
Micron Technology AFLD48LH2C 8GB,15063,,,
Kingston CBD24D4S7D8MA-16 16GB,15063,,,
Kingston 9905624-022.A00G 8GB,15063,,,
Apacer Technology 78.CAGQ7.ARC0B 8GB,15061,,,
Kingston 9905702-006.A00G 8GB,15060,,,
Crucial Technology CT16G4SFRA266.C8FB 16GB,15060,,,
G Skill Intl F4-2133C15-8GFT 8GB,15059,,,
Kingston ACR26D4U9S1KA-4 4GB,15057,,,
V-GEN D4H4GL30A8TS5 4GB,15056,,,
ASint Technology ASSD4320016GB8b223 16GB,15056,,,
G Skill Intl F4-2800C16-8GRK 8GB,15050,,,
Corsair CM4X16GE2400C16K4 16GB,15046,,,
Kingston KCRXJ6-HYJ 16GB,15044,,,
Micron Technology 8ATF1G64HZ-3G2E1 8GB,15040,,,
Corsair CMK32GX4M4A2400C12 8GB,15034,,,
Corsair CMSX64GX4M2A2666C18 32GB,15034,,,
Micron Technology 16ATF2G64AZ-2G3E1 16GB,15028,,,
Crucial Technology CT4G4DFS8266.M8FE 4GB,15026,,,
Micron Technology DDR4 8GB 2666MHz 8GB,15022,,,
Kingston 9905701-020.A00G 16GB,15018,,,
Crucial Technology CT8G4SFS824A.M8FRS 8GB,15016,,,
Samsung FRD4AA6A2Z1ABZZ01 16GB,15014,,,
Corsair CM4X16GC3200C16K2 16GB,15011,,,
G Skill Intl F4-2800C16-4GRK 4GB,15009,,,
Crucial Technology CT16G4SFRA266.M8FB 16GB,15008,,,
Memphis Electronic D4SO2G724G-A18HA 16GB,15004,,,
V-Color Technology Inc. TL1632816A-E6PRSWK 16GB,15001,,,
Crucial Technology CT8G4DFD8213.C16FDD2 8GB,15000,,,
Team Group Inc. Team-Elite-2133 4GB,15000,,,
Micron Technology 9ASF1G72AZ-2G3B1 8GB,14998,,,
A-DATA Technology AO1P26KC8T1-BXFSHC 8GB,14997,,,
Crucial Technology CT8G4SFD824A.C16FBD1 8GB,14994,,,
Kingston 9905744-067.A00G 32GB,14993,,,
Corsair CMK16GX4M4A2800C16 4GB,14993,,,
Gloway International Co. Ltd. TYA4U2666D19081C 8GB,14992,,,
"PNY Technologies, Inc. 4GBF1X04LIII43-12-K 4GB",14985,,,
Micron Technology 8ATF51264AZ-2G1B1 4GB,14983,,,
Wilk Elektronik S.A. IR2400S464L15S/8G 8GB,14982,,,
ITRenew Inc S949A4UUH-ITR 16GB,14982,,,
Crucial Technology CT8G4DFS824A.C8FBD1 8GB,14980,,,
A-DATA Technology AO2P21FC8R2-BRGS 8GB,14978,,,
Crucial Technology CT8G4SFRA266.C8FJ 8GB,14976,,,
Corsair CMK64GX4M4C3000C15 16GB,14975,,,
Crucial Technology CT8G4SFD824A.M16FF 8GB,14974,,,
Avant Technology W642GU42J7240N8 16GB,14971,,,
Corsair CMK32GX4M4A2800C16 8GB,14971,,,
A-DATA Technology AO1P24HC4R1-BSIS 4GB,14970,,,
Patriot Memory (PDP Systems) PSD44G266641 4GB,14970,,,
Apacer Technology D12.2328WT.002 16GB,14970,,,
Corsair CMD32GX4M4B2133C10 8GB,14968,,,
Corsair CM4X8GF2133C13K4 8GB,14968,,,
Micron Technology 16ATF2G64HZ-2G6J1 16GB,14966,,,
V-Color Technology Inc. TC416G24D817 16GB,14963,,,
Micron Technology 8ATF1G64AZ-2G1A1 8GB,14963,,,
G Skill Intl F4-2400C15-8GNS 8GB,14957,,,
Asgard VMA45UG-MEC1U2AW1 8GB,14956,,,
Ramaxel Technology RMSA3300MH78HBF-2666 16GB,14954,,,
SK Hynix LO16G2666CL19 16GB,14952,,,
Silicon Power Computer & Communications SP008GBLFU240B02 8GB,14949,,,
Crucial Technology BLS16G4S26BFSD.16FBD 16GB,14949,,,
Hewlett-Packard 7EH56AA# 16GB,14948,,,
Shenzhen Xingmem Technology Corp S949B2UUH-ITR 8GB,14947,,,
Kingston 9905622-025.A01G 4GB,14947,,,
Shenzhen Xinshida Technology Co Ltd X-STAR 16GB 2666MHz 16GB,14946,,,
Crucial Technology CT16G4DFD8213.M16FA 16GB,14942,,,
Super Talent F26UB16GV 16GB,14940,,,
Crucial Technology CT8G4SFS8266.M8FJ 8GB,14934,,,
Wilk Elektronik S.A. IR2400D464L17S/8G 8GB,14934,,,
"PNY Technologies, Inc. M4S08S681JGGG39-12 8GB",14934,,,
Lexar Co Limited LD4AU008G-H2666GST 8GB,14932,,,
Corsair CMD64GX4M4A2666C15 16GB,14928,,,
Crucial Technology CT8G4SFS824A.C8FP 8GB,14928,,,
Kingston K821PJ-HYA 16GB,14927,,,
Kllisre CM4X8GF2666C1XMP 8GB,14923,,,
Transcend Information JM2400HSB-8G 8GB,14922,,,
Ramaxel Technology RMSA3270ME86H9F-2666 4GB,14918,,,
Crucial Technology BLS4G4S26BFSD.8FBD2 4GB,14918,,,
Apacer Technology D23.23240S.009 8GB,14917,,,
"PNY Technologies, Inc. 16GU2X08LIII43-12-K 16GB",14916,,,
Corsair CM4X4GF2666C16K4 4GB,14915,,,
Kingston 9905625-029.A00G 8GB,14913,,,
Mushkin MLA4C360GKKP8G 8GB,14913,,,
Kingston HP26D4S9S8MHF-8 8GB,14912,,,
Kingston 9905625-036.A00G 16GB,14910,,,
Corsair CMW256GX4M8E3200C16 32GB,14903,,,
Kingston KV0M5R-MIE 8GB,14903,,,
V-Color Technology Inc. TN432G26D819 32GB,14903,,,
Essencore Limited IM4AGS88N26-GIIHA0 16GB,14899,,,
Crucial Technology CT8G4SFS824A.C8FJ 8GB,14898,,,
Kingston 9905734-059.A00G 16GB,14896,,,
Corsair CMK16GX4M1A2400C14 16GB,14893,,,
